,product_id,category,sub_category,cost_price,list_price,discount_percent,discount_price,sale_price,profit,quantity
2054,FUR-FU-10001196,Furniture,Furnishings,20,20,4,0.8,19.2,-0.8,3
2055,TEC-AC-10001114,Technology,Accessories,170,200,4,8.0,192.0,22.0,5
2056,FUR-CH-10002335,Furniture,Chairs,1510,1590,3,47.7,1542.3,32.3,7
2057,TEC-AC-10000844,Technology,Accessories,60,80,4,3.2,76.8,16.8,1
2058,FUR-TA-10004534,Furniture,Tables,370,410,4,16.4,393.6,23.6,2
2059,OFF-FA-10002975,Office Supplies,Fasteners,10,10,3,0.3,9.7,-0.3,3
2060,OFF-ST-10003996,Office Supplies,Storage,70,80,5,4.0,76.0,6.0,5
2061,OFF-BI-10002571,Office Supplies,Binders,20,20,2,0.4,19.6,-0.4,2
2062,OFF-PA-10000477,Office Supplies,Paper,50,60,5,3.0,57.0,7.0,13
2063,OFF-BI-10004209,Office Supplies,Binders,20,20,5,1.0,19.0,-1.0,3
2064,OFF-ST-10001963,Office Supplies,Storage,360,410,3,12.3,397.7,37.7,4
2065,FUR-CH-10003833,Furniture,Chairs,130,150,2,3.0,147.0,17.0,3
2066,TEC-AC-10004568,Technology,Accessories,210,250,3,7.5,242.5,32.5,9
2067,OFF-AR-10001419,Office Supplies,Art,10,10,3,0.3,9.7,-0.3,3
2068,TEC-AC-10002800,Technology,Accessories,190,200,4,8.0,192.0,2.0,4
2069,FUR-TA-10003954,Furniture,Tables,580,710,3,21.3,688.7,108.7,3
2070,OFF-BI-10000301,Office Supplies,Binders,0,0,2,0.0,0.0,0.0,1
2071,FUR-CH-10003956,Furniture,Chairs,240,280,4,11.2,268.8,28.8,5
2072,OFF-BI-10002954,Office Supplies,Binders,10,10,5,0.5,9.5,-0.5,2
2073,TEC-AC-10003289,Technology,Accessories,50,60,2,1.2,58.8,8.8,3
2074,TEC-PH-10002468,Technology,Phones,640,760,2,15.2,744.8,104.8,7
2075,FUR-FU-10001861,Furniture,Furnishings,50,60,3,1.8,58.2,8.2,3
2076,OFF-PA-10004082,Office Supplies,Paper,40,40,4,1.6,38.4,-1.6,5
2077,OFF-AP-10000358,Office Supplies,Appliances,80,90,3,2.7,87.3,7.3,7
2078,OFF-PA-10004243,Office Supplies,Paper,70,90,4,3.6,86.4,16.4,5
2079,OFF-PA-10001295,Office Supplies,Paper,100,110,4,4.4,105.6,5.6,7
2080,TEC-PH-10002170,Technology,Phones,100,110,2,2.2,107.8,7.8,2
2081,FUR-FU-10002885,Furniture,Furnishings,10,10,3,0.3,9.7,-0.3,2
2082,OFF-PA-10002870,Office Supplies,Paper,40,40,4,1.6,38.4,-1.6,6
2083,OFF-LA-10003923,Office Supplies,Labels,20,20,2,0.4,19.6,-0.4,2
2084,OFF-LA-10003510,Office Supplies,Labels,110,120,4,4.8,115.2,5.2,4
2085,OFF-LA-10000248,Office Supplies,Labels,20,20,4,0.8,19.2,-0.8,5
2086,OFF-ST-10000060,Office Supplies,Storage,270,320,5,16.0,304.0,34.0,5
2087,OFF-PA-10003129,Office Supplies,Paper,140,150,4,6.0,144.0,4.0,3
2088,OFF-FA-10004076,Office Supplies,Fasteners,0,0,4,0.0,0.0,0.0,2
2089,OFF-LA-10004008,Office Supplies,Labels,10,10,2,0.2,9.8,-0.2,2
2090,OFF-BI-10004094,Office Supplies,Binders,30,30,4,1.2,28.8,-1.2,3
2091,FUR-TA-10004607,Furniture,Tables,250,310,2,6.2,303.8,53.8,3
2092,FUR-CH-10004289,Furniture,Chairs,430,480,3,14.4,465.6,35.6,5
2093,OFF-SU-10004498,Office Supplies,Supplies,10,10,3,0.3,9.7,-0.3,1
2094,OFF-AR-10001177,Office Supplies,Art,10,10,3,0.3,9.7,-0.3,5
2095,OFF-BI-10001718,Office Supplies,Binders,470,510,5,25.5,484.5,14.5,8
2096,OFF-AR-10004602,Office Supplies,Art,80,90,4,3.6,86.4,6.4,4
2097,OFF-AR-10003856,Office Supplies,Art,10,10,2,0.2,9.8,-0.2,3
2098,OFF-ST-10000649,Office Supplies,Storage,40,40,3,1.2,38.8,-1.2,3
2099,TEC-AC-10002926,Technology,Accessories,240,280,3,8.4,271.6,31.6,7
2100,OFF-ST-10000078,Office Supplies,Storage,520,640,2,12.8,627.2,107.2,3
2101,OFF-AR-10001044,Office Supplies,Art,80,80,3,2.4,77.6,-2.4,4
2102,FUR-CH-10002372,Furniture,Chairs,220,260,3,7.8,252.2,32.2,4
2103,OFF-PA-10000357,Office Supplies,Paper,180,220,5,11.0,209.0,29.0,4
2104,TEC-AC-10001266,Technology,Accessories,30,30,3,0.9,29.1,-0.9,2
2105,OFF-PA-10004888,Office Supplies,Paper,20,20,2,0.4,19.6,-0.4,3
2106,OFF-BI-10003460,Office Supplies,Binders,0,0,3,0.0,0.0,0.0,1
2107,OFF-PA-10000157,Office Supplies,Paper,20,20,4,0.8,19.2,-0.8,1
2108,OFF-BI-10004519,Office Supplies,Binders,340,400,3,12.0,388.0,48.0,3
2109,OFF-AR-10004272,Office Supplies,Art,10,10,2,0.2,9.8,-0.2,3
2110,OFF-FA-10000585,Office Supplies,Fasteners,20,20,2,0.4,19.6,-0.4,5
2111,FUR-CH-10004218,Furniture,Chairs,300,320,2,6.4,313.6,13.6,4
2112,OFF-SU-10004231,Office Supplies,Supplies,20,30,4,1.2,28.8,8.8,3
2113,TEC-PH-10001578,Technology,Phones,1090,1300,3,39.0,1261.0,171.0,4
2114,OFF-ST-10003638,Office Supplies,Storage,50,50,4,2.0,48.0,-2.0,2
2115,FUR-BO-10002213,Furniture,Bookcases,370,430,2,8.6,421.4,51.4,1
2116,FUR-TA-10001307,Furniture,Tables,180,210,3,6.3,203.7,23.7,1
2117,OFF-PA-10002222,Office Supplies,Paper,140,160,4,6.4,153.6,13.6,7
2118,OFF-PA-10002479,Office Supplies,Paper,10,10,5,0.5,9.5,-0.5,1
2119,OFF-BI-10003091,Office Supplies,Binders,860,900,3,27.0,873.0,13.0,5
2120,OFF-BI-10000145,Office Supplies,Binders,0,0,4,0.0,0.0,0.0,3
2121,FUR-CH-10003061,Furniture,Chairs,190,220,5,11.0,209.0,19.0,3
2122,FUR-BO-10001972,Furniture,Bookcases,190,240,3,7.2,232.8,42.8,2
2123,OFF-LA-10000134,Office Supplies,Labels,30,30,2,0.6,29.4,-0.6,9
2124,OFF-EN-10003040,Office Supplies,Envelopes,80,100,3,3.0,97.0,17.0,5
2125,TEC-PH-10000923,Technology,Phones,50,60,3,1.8,58.2,8.2,7
2126,TEC-AC-10000158,Technology,Accessories,80,90,3,2.7,87.3,7.3,3
2127,FUR-FU-10003623,Furniture,Furnishings,50,60,3,1.8,58.2,8.2,3
2128,OFF-PA-10001293,Office Supplies,Paper,20,20,4,0.8,19.2,-0.8,4
2129,OFF-AP-10000124,Office Supplies,Appliances,20,30,2,0.6,29.4,9.4,4
2130,OFF-AR-10004511,Office Supplies,Art,30,40,3,1.2,38.8,8.8,9
2131,FUR-FU-10000076,Furniture,Furnishings,120,140,5,7.0,133.0,13.0,7
2132,OFF-PA-10003883,Office Supplies,Paper,20,20,3,0.6,19.4,-0.6,3
2133,OFF-BI-10003656,Office Supplies,Binders,120,150,2,3.0,147.0,27.0,3
2134,OFF-FA-10000053,Office Supplies,Fasteners,10,10,5,0.5,9.5,-0.5,7
2135,TEC-PH-10002807,Technology,Phones,80,90,3,2.7,87.3,7.3,4
2136,FUR-FU-10002364,Furniture,Furnishings,10,10,4,0.4,9.6,-0.4,5
2137,OFF-BI-10002954,Office Supplies,Binders,0,0,4,0.0,0.0,0.0,4
2138,OFF-PA-10004092,Office Supplies,Paper,140,150,5,7.5,142.5,2.5,3
2139,OFF-BI-10003982,Office Supplies,Binders,120,150,3,4.5,145.5,25.5,9
2140,OFF-SU-10001664,Office Supplies,Supplies,20,20,2,0.4,19.6,-0.4,2
2141,FUR-TA-10003238,Furniture,Tables,920,990,3,29.7,960.3,40.3,3
2142,OFF-PA-10004675,Office Supplies,Paper,30,30,5,1.5,28.5,-1.5,6
2143,TEC-PH-10002293,Technology,Phones,20,20,3,0.6,19.4,-0.6,2
2144,OFF-FA-10002780,Office Supplies,Fasteners,20,20,3,0.6,19.4,-0.6,7
2145,FUR-CH-10002965,Furniture,Chairs,390,420,4,16.8,403.2,13.2,3
2146,OFF-BI-10004781,Office Supplies,Binders,40,40,3,1.2,38.8,-1.2,4
2147,OFF-ST-10001713,Office Supplies,Storage,210,250,3,7.5,242.5,32.5,6
2148,FUR-FU-10003975,Furniture,Furnishings,40,40,4,1.6,38.4,-1.6,1
2149,TEC-PH-10001536,Technology,Phones,70,80,4,3.2,76.8,6.8,5
2150,FUR-CH-10001973,Furniture,Chairs,210,230,3,6.9,223.1,13.1,3
2151,TEC-AC-10001772,Technology,Accessories,100,110,3,3.3,106.7,6.7,7
2152,OFF-PA-10002586,Office Supplies,Paper,10,10,5,0.5,9.5,-0.5,3
2153,OFF-BI-10004094,Office Supplies,Binders,10,10,2,0.2,9.8,-0.2,2
2154,FUR-FU-10004973,Furniture,Furnishings,20,20,5,1.0,19.0,-1.0,3
2155,OFF-FA-10000624,Office Supplies,Fasteners,20,20,5,1.0,19.0,-1.0,6
2156,OFF-ST-10001097,Office Supplies,Storage,460,500,4,20.0,480.0,20.0,3
2157,OFF-ST-10001469,Office Supplies,Storage,150,160,3,4.8,155.2,5.2,3
2158,OFF-AR-10004956,Office Supplies,Art,20,20,2,0.4,19.6,-0.4,4
2159,OFF-BI-10004236,Office Supplies,Binders,10,10,2,0.2,9.8,-0.2,3
2160,FUR-FU-10002937,Furniture,Furnishings,70,80,4,3.2,76.8,6.8,1
2161,OFF-AR-10003696,Office Supplies,Art,30,30,5,1.5,28.5,-1.5,1
2162,OFF-PA-10004359,Office Supplies,Paper,290,310,3,9.3,300.7,10.7,3
2163,TEC-AC-10002402,Technology,Accessories,170,190,5,9.5,180.5,10.5,3
2164,OFF-PA-10000551,Office Supplies,Paper,10,10,2,0.2,9.8,-0.2,2
2165,FUR-FU-10003394,Furniture,Furnishings,130,140,2,2.8,137.2,7.2,5
2166,OFF-AR-10002067,Office Supplies,Art,20,20,4,0.8,19.2,-0.8,1
2167,OFF-BI-10004140,Office Supplies,Binders,10,10,5,0.5,9.5,-0.5,7
2168,OFF-AR-10004078,Office Supplies,Art,10,10,5,0.5,9.5,-0.5,3
2169,TEC-AC-10000927,Technology,Accessories,60,70,3,2.1,67.9,7.9,3
2170,TEC-PH-10003931,Technology,Phones,100,110,2,2.2,107.8,7.8,3
2171,FUR-CH-10004675,Furniture,Chairs,290,310,4,12.4,297.6,7.6,2
2172,OFF-BI-10004506,Office Supplies,Binders,20,20,3,0.6,19.4,-0.6,3
2173,OFF-BI-10002353,Office Supplies,Binders,10,10,4,0.4,9.6,-0.4,3
2174,OFF-ST-10000943,Office Supplies,Storage,50,60,3,1.8,58.2,8.2,4
2175,OFF-PA-10000740,Office Supplies,Paper,50,50,2,1.0,49.0,-1.0,2
2176,OFF-PA-10003001,Office Supplies,Paper,50,60,2,1.2,58.8,8.8,9
2177,OFF-BI-10001628,Office Supplies,Binders,40,40,5,2.0,38.0,-2.0,5
2178,OFF-PA-10001509,Office Supplies,Paper,70,70,5,3.5,66.5,-3.5,8
2179,OFF-BI-10000309,Office Supplies,Binders,80,90,2,1.8,88.2,8.2,7
2180,OFF-LA-10003923,Office Supplies,Labels,40,40,5,2.0,38.0,-2.0,3
2181,FUR-CH-10002084,Furniture,Chairs,400,440,5,22.0,418.0,18.0,4
2182,TEC-MA-10000488,Technology,Machines,3480,4000,4,160.0,3840.0,360.0,5
2183,TEC-AC-10001767,Technology,Accessories,180,200,5,10.0,190.0,10.0,5
2184,FUR-FU-10001940,Furniture,Furnishings,50,60,5,3.0,57.0,7.0,8
2185,OFF-BI-10002735,Office Supplies,Binders,40,50,4,2.0,48.0,8.0,2
2186,TEC-AC-10002345,Technology,Accessories,30,30,3,0.9,29.1,-0.9,2
2187,OFF-EN-10003134,Office Supplies,Envelopes,60,70,2,1.4,68.6,8.6,6
2188,FUR-FU-10003708,Furniture,Furnishings,100,120,3,3.6,116.4,16.4,2
2189,TEC-PH-10003645,Technology,Phones,1310,1450,3,43.5,1406.5,96.5,9
2190,OFF-AP-10000692,Office Supplies,Appliances,50,60,5,3.0,57.0,7.0,3
2191,OFF-BI-10001718,Office Supplies,Binders,120,150,3,4.5,145.5,25.5,3
2192,OFF-AP-10002082,Office Supplies,Appliances,70,70,4,2.8,67.2,-2.8,3
2193,OFF-PA-10001125,Office Supplies,Paper,100,120,4,4.8,115.2,15.2,4
2194,OFF-AP-10000252,Office Supplies,Appliances,30,40,3,1.2,38.8,8.8,3
2195,TEC-AC-10003038,Technology,Accessories,40,40,3,1.2,38.8,-1.2,5
2196,OFF-AR-10000940,Office Supplies,Art,0,0,4,0.0,0.0,0.0,2
2197,OFF-AR-10001954,Office Supplies,Art,10,10,5,0.5,9.5,-0.5,3
2198,OFF-PA-10003177,Office Supplies,Paper,20,20,3,0.6,19.4,-0.6,3
2199,OFF-PA-10000533,Office Supplies,Paper,10,10,2,0.2,9.8,-0.2,1
2200,FUR-FU-10001935,Furniture,Furnishings,20,20,4,0.8,19.2,-0.8,6
2201,TEC-PH-10002563,Technology,Phones,810,880,2,17.6,862.4,52.4,7
2202,OFF-BI-10002160,Office Supplies,Binders,10,10,5,0.5,9.5,-0.5,2
2203,FUR-FU-10004748,Furniture,Furnishings,150,190,5,9.5,180.5,30.5,3
2204,FUR-FU-10001473,Furniture,Furnishings,20,20,3,0.6,19.4,-0.6,1
2205,OFF-AR-10000538,Office Supplies,Art,60,70,4,2.8,67.2,7.2,3
2206,OFF-BI-10001098,Office Supplies,Binders,20,30,2,0.6,29.4,9.4,7
2207,TEC-PH-10001552,Technology,Phones,40,40,4,1.6,38.4,-1.6,4
2208,OFF-AR-10000390,Office Supplies,Art,20,20,5,1.0,19.0,-1.0,4
2209,TEC-PH-10001079,Technology,Phones,680,830,4,33.2,796.8,116.8,7
2210,OFF-BI-10003460,Office Supplies,Binders,40,40,5,2.0,38.0,-2.0,10
2211,OFF-AP-10003842,Office Supplies,Appliances,160,170,5,8.5,161.5,1.5,6
2212,FUR-FU-10003535,Furniture,Furnishings,20,30,5,1.5,28.5,8.5,1
2213,OFF-BI-10002012,Office Supplies,Binders,0,0,2,0.0,0.0,0.0,1
2214,OFF-BI-10001922,Office Supplies,Binders,50,60,4,2.4,57.6,7.6,13
2215,OFF-AP-10000576,Office Supplies,Appliances,200,240,3,7.2,232.8,32.8,2
2216,FUR-CH-10000553,Furniture,Chairs,90,110,2,2.2,107.8,17.8,4
2217,OFF-AR-10003469,Office Supplies,Art,0,0,3,0.0,0.0,0.0,2
2218,OFF-BI-10000145,Office Supplies,Binders,10,10,5,0.5,9.5,-0.5,4
2219,OFF-ST-10001580,Office Supplies,Storage,10,10,4,0.4,9.6,-0.4,1
2220,TEC-PH-10001817,Technology,Phones,1090,1150,3,34.5,1115.5,25.5,4
2221,TEC-PH-10001578,Technology,Phones,450,490,5,24.5,465.5,15.5,2
2222,OFF-AR-10004078,Office Supplies,Art,30,40,3,1.2,38.8,8.8,8
2223,FUR-CH-10004860,Furniture,Chairs,60,70,4,2.8,67.2,7.2,1
2224,OFF-PA-10003790,Office Supplies,Paper,50,50,3,1.5,48.5,-1.5,3
2225,FUR-BO-10002202,Furniture,Bookcases,60,70,2,1.4,68.6,8.6,1
2226,OFF-FA-10003059,Office Supplies,Fasteners,0,0,3,0.0,0.0,0.0,2
2227,TEC-PH-10002496,Technology,Phones,110,120,2,2.4,117.6,7.6,1
2228,FUR-TA-10003238,Furniture,Tables,310,330,3,9.9,320.1,10.1,1
2229,OFF-BI-10004390,Office Supplies,Binders,540,670,3,20.1,649.9,109.9,2
2230,OFF-AP-10002765,Office Supplies,Appliances,40,50,4,2.0,48.0,8.0,2
2231,FUR-FU-10000293,Furniture,Furnishings,470,530,3,15.9,514.1,44.1,5
2232,OFF-ST-10003692,Office Supplies,Storage,190,230,3,6.9,223.1,33.1,5
2233,TEC-PH-10001051,Technology,Phones,280,320,5,16.0,304.0,24.0,4
2234,TEC-AC-10001013,Technology,Accessories,200,210,3,6.3,203.7,3.7,7
2235,OFF-ST-10000025,Office Supplies,Storage,160,190,3,5.7,184.3,24.3,2
2236,OFF-AR-10000817,Office Supplies,Art,20,20,4,0.8,19.2,-0.8,8
2237,OFF-SU-10000952,Office Supplies,Supplies,40,40,2,0.8,39.2,-0.8,5
2238,FUR-FU-10004597,Furniture,Furnishings,30,40,4,1.6,38.4,8.4,2
2239,OFF-BI-10003527,Office Supplies,Binders,820,1020,3,30.6,989.4,169.4,1
2240,OFF-BI-10002982,Office Supplies,Binders,30,40,2,0.8,39.2,9.2,7
2241,TEC-PH-10004165,Technology,Phones,470,490,5,24.5,465.5,-4.5,3
2242,OFF-ST-10003442,Office Supplies,Storage,50,60,2,1.2,58.8,8.8,2
2243,OFF-AR-10003856,Office Supplies,Art,10,10,3,0.3,9.7,-0.3,2
2244,OFF-FA-10004248,Office Supplies,Fasteners,10,10,2,0.2,9.8,-0.2,2
2245,OFF-AP-10001492,Office Supplies,Appliances,10,10,2,0.2,9.8,-0.2,1
2246,TEC-PH-10004165,Technology,Phones,570,660,2,13.2,646.8,76.8,3
2247,OFF-PA-10004285,Office Supplies,Paper,10,10,4,0.4,9.6,-0.4,2
2248,OFF-BI-10001628,Office Supplies,Binders,30,40,3,1.2,38.8,8.8,5
2249,OFF-BI-10000546,Office Supplies,Binders,10,10,3,0.3,9.7,-0.3,5
2250,OFF-AP-10001391,Office Supplies,Appliances,460,540,3,16.2,523.8,63.8,6
2251,OFF-PA-10000477,Office Supplies,Paper,20,20,5,1.0,19.0,-1.0,3
2252,OFF-PA-10004327,Office Supplies,Paper,110,140,4,5.6,134.4,24.4,3
2253,OFF-AP-10000696,Office Supplies,Appliances,40,40,5,2.0,38.0,-2.0,3
2254,OFF-AP-10002082,Office Supplies,Appliances,40,40,4,1.6,38.4,-1.6,2
2255,TEC-PH-10001944,Technology,Phones,410,440,2,8.8,431.2,21.2,3
2256,FUR-FU-10004952,Furniture,Furnishings,100,110,2,2.2,107.8,7.8,2
2257,FUR-CH-10000015,Furniture,Chairs,980,1210,4,48.4,1161.6,181.6,7
2258,OFF-PA-10001776,Office Supplies,Paper,20,20,5,1.0,19.0,-1.0,2
2259,OFF-FA-10002280,Office Supplies,Fasteners,10,10,4,0.4,9.6,-0.4,1
2260,TEC-AC-10002049,Technology,Accessories,330,370,5,18.5,351.5,21.5,3
2261,TEC-AC-10002253,Technology,Accessories,140,170,4,6.8,163.2,23.2,1
2262,FUR-BO-10004015,Furniture,Bookcases,320,360,3,10.8,349.2,29.2,3
2263,TEC-AC-10004145,Technology,Accessories,450,500,5,25.0,475.0,25.0,2
2264,OFF-PA-10002479,Office Supplies,Paper,10,10,4,0.4,9.6,-0.4,1
2265,OFF-BI-10004970,Office Supplies,Binders,10,10,3,0.3,9.7,-0.3,2
2266,OFF-PA-10003919,Office Supplies,Paper,10,10,4,0.4,9.6,-0.4,2
2267,OFF-PA-10002001,Office Supplies,Paper,10,10,3,0.3,9.7,-0.3,2
2268,OFF-PA-10002787,Office Supplies,Paper,10,10,5,0.5,9.5,-0.5,1
2269,OFF-BI-10003291,Office Supplies,Binders,10,10,4,0.4,9.6,-0.4,1
2270,OFF-AR-10004344,Office Supplies,Art,40,50,4,2.0,48.0,8.0,5
2271,OFF-ST-10003123,Office Supplies,Storage,170,200,4,8.0,192.0,22.0,6
2272,FUR-FU-10000308,Furniture,Furnishings,410,440,2,8.8,431.2,21.2,7
2273,TEC-CO-10003763,Technology,Copiers,1060,1120,3,33.6,1086.4,26.4,2
2274,FUR-TA-10001866,Furniture,Tables,110,140,2,2.8,137.2,27.2,1
2275,FUR-CH-10002774,Furniture,Chairs,110,120,2,2.4,117.6,7.6,3
2276,OFF-ST-10004337,Office Supplies,Storage,260,310,5,15.5,294.5,34.5,5
2277,FUR-TA-10001039,Furniture,Tables,80,90,4,3.6,86.4,6.4,1
2278,TEC-AC-10000109,Technology,Accessories,180,220,3,6.6,213.4,33.4,4
2279,FUR-CH-10003833,Furniture,Chairs,90,100,3,3.0,97.0,7.0,2
2280,FUR-CH-10004289,Furniture,Chairs,550,610,5,30.5,579.5,29.5,8
2281,FUR-BO-10004467,Furniture,Bookcases,180,200,5,10.0,190.0,10.0,2
2282,OFF-PA-10002713,Office Supplies,Paper,40,50,3,1.5,48.5,8.5,7
2283,TEC-PH-10001552,Technology,Phones,20,20,3,0.6,19.4,-0.6,2
2284,OFF-AP-10002222,Office Supplies,Appliances,50,60,2,1.2,58.8,8.8,7
2285,OFF-PA-10003971,Office Supplies,Paper,10,10,2,0.2,9.8,-0.2,3
2286,OFF-AP-10004036,Office Supplies,Appliances,40,40,2,0.8,39.2,-0.8,2
2287,OFF-AP-10002287,Office Supplies,Appliances,20,20,4,0.8,19.2,-0.8,5
2288,OFF-AR-10002375,Office Supplies,Art,20,20,5,1.0,19.0,-1.0,5
2289,FUR-TA-10001950,Furniture,Tables,770,890,5,44.5,845.5,75.5,2
2290,TEC-PH-10001557,Technology,Phones,230,290,5,14.5,275.5,45.5,3
2291,FUR-FU-10002937,Furniture,Furnishings,500,600,5,30.0,570.0,70.0,6
2292,OFF-PA-10001166,Office Supplies,Paper,10,10,2,0.2,9.8,-0.2,2
2293,TEC-PH-10000347,Technology,Phones,0,0,2,0.0,0.0,0.0,1
2294,FUR-FU-10003708,Furniture,Furnishings,160,180,4,7.2,172.8,12.8,3
2295,OFF-PA-10002659,Office Supplies,Paper,10,10,5,0.5,9.5,-0.5,4
2296,FUR-FU-10000965,Furniture,Furnishings,210,260,4,10.4,249.6,39.6,5
2297,TEC-PH-10001527,Technology,Phones,40,40,4,1.6,38.4,-1.6,1
2298,TEC-AC-10001838,Technology,Accessories,1250,1400,4,56.0,1344.0,94.0,7
2299,TEC-PH-10002597,Technology,Phones,470,500,4,20.0,480.0,10.0,4
2300,OFF-BI-10000756,Office Supplies,Binders,10,10,2,0.2,9.8,-0.2,3
2301,OFF-BI-10000546,Office Supplies,Binders,10,10,4,0.4,9.6,-0.4,4
2302,TEC-AC-10001142,Technology,Accessories,300,320,4,12.8,307.2,7.2,4
2303,FUR-CH-10000785,Furniture,Chairs,580,720,2,14.4,705.6,125.6,4
2304,OFF-PA-10000474,Office Supplies,Paper,100,110,4,4.4,105.6,5.6,3
2305,FUR-BO-10003441,Furniture,Bookcases,120,140,4,5.6,134.4,14.4,2
2306,OFF-PA-10004156,Office Supplies,Paper,30,30,4,1.2,28.8,-1.2,3
2307,TEC-AC-10001432,Technology,Accessories,350,390,3,11.7,378.3,28.3,5
2308,FUR-CH-10001394,Furniture,Chairs,260,280,4,11.2,268.8,8.8,1
2309,OFF-ST-10002370,Office Supplies,Storage,60,70,2,1.4,68.6,8.6,4
2310,OFF-AR-10002956,Office Supplies,Art,80,90,5,4.5,85.5,5.5,5
2311,OFF-AR-10001955,Office Supplies,Art,20,20,5,1.0,19.0,-1.0,1
2312,OFF-ST-10001809,Office Supplies,Storage,190,220,3,6.6,213.4,23.4,3
2313,OFF-LA-10004093,Office Supplies,Labels,10,10,3,0.3,9.7,-0.3,2
2314,OFF-AP-10002118,Office Supplies,Appliances,400,420,2,8.4,411.6,11.6,2
2315,OFF-BI-10000404,Office Supplies,Binders,30,40,4,1.6,38.4,8.4,5
2316,FUR-CH-10003833,Furniture,Chairs,170,180,2,3.6,176.4,6.4,3
2317,OFF-BI-10002072,Office Supplies,Binders,50,60,3,1.8,58.2,8.2,7
2318,TEC-AC-10003095,Technology,Accessories,350,390,3,11.7,378.3,28.3,3
2319,OFF-AP-10001563,Office Supplies,Appliances,180,190,5,9.5,180.5,0.5,4
2320,TEC-AC-10000358,Technology,Accessories,240,270,5,13.5,256.5,16.5,7
2321,OFF-BI-10004492,Office Supplies,Binders,80,90,3,2.7,87.3,7.3,3
2322,OFF-BI-10001072,Office Supplies,Binders,60,60,2,1.2,58.8,-1.2,4
2323,OFF-BI-10003707,Office Supplies,Binders,60,80,2,1.6,78.4,18.4,5
2324,OFF-BI-10000977,Office Supplies,Binders,300,360,3,10.8,349.2,49.2,12
2325,OFF-BI-10002082,Office Supplies,Binders,70,80,5,4.0,76.0,6.0,3
2326,FUR-BO-10004709,Furniture,Bookcases,50,50,2,1.0,49.0,-1.0,1
2327,OFF-PA-10002365,Office Supplies,Paper,10,10,4,0.4,9.6,-0.4,2
2328,OFF-EN-10004147,Office Supplies,Envelopes,10,10,2,0.2,9.8,-0.2,3
2329,FUR-FU-10001468,Furniture,Furnishings,510,550,3,16.5,533.5,23.5,4
2330,OFF-ST-10000642,Office Supplies,Storage,40,40,5,2.0,38.0,-2.0,2
2331,OFF-PA-10000380,Office Supplies,Paper,30,40,3,1.2,38.8,8.8,5
2332,OFF-PA-10004071,Office Supplies,Paper,260,280,4,11.2,268.8,8.8,5
2333,OFF-PA-10004971,Office Supplies,Paper,10,10,4,0.4,9.6,-0.4,1
2334,OFF-AP-10000696,Office Supplies,Appliances,60,70,2,1.4,68.6,8.6,6
2335,OFF-EN-10004030,Office Supplies,Envelopes,10,10,5,0.5,9.5,-0.5,3
2336,OFF-AP-10000026,Office Supplies,Appliances,390,430,3,12.9,417.1,27.1,7
2337,OFF-PA-10003936,Office Supplies,Paper,20,30,5,1.5,28.5,8.5,4
2338,OFF-PA-10004530,Office Supplies,Paper,40,50,2,1.0,49.0,9.0,4
2339,OFF-AR-10004930,Office Supplies,Art,10,10,5,0.5,9.5,-0.5,2
2340,OFF-AR-10004999,Office Supplies,Art,30,40,4,1.6,38.4,8.4,7
2341,FUR-FU-10002501,Furniture,Furnishings,60,60,2,1.2,58.8,-1.2,5
2342,TEC-AC-10000358,Technology,Accessories,100,110,3,3.3,106.7,6.7,3
2343,OFF-ST-10004804,Office Supplies,Storage,110,120,4,4.8,115.2,5.2,3
2344,OFF-AP-10001205,Office Supplies,Appliances,390,490,4,19.6,470.4,80.4,9
2345,OFF-PA-10000659,Office Supplies,Paper,60,70,2,1.4,68.6,8.6,5
2346,OFF-BI-10004141,Office Supplies,Binders,0,0,2,0.0,0.0,0.0,2
2347,FUR-TA-10004619,Furniture,Tables,520,560,5,28.0,532.0,12.0,5
2348,OFF-BI-10004187,Office Supplies,Binders,10,10,4,0.4,9.6,-0.4,6
2349,OFF-BI-10000632,Office Supplies,Binders,60,70,5,3.5,66.5,6.5,2
2350,OFF-PA-10003724,Office Supplies,Paper,10,10,5,0.5,9.5,-0.5,2
2351,OFF-AP-10002765,Office Supplies,Appliances,70,80,3,2.4,77.6,7.6,3
2352,OFF-AR-10001868,Office Supplies,Art,10,10,2,0.2,9.8,-0.2,6
2353,FUR-BO-10002545,Furniture,Bookcases,1350,1550,3,46.5,1503.5,153.5,7
2354,OFF-BI-10002735,Office Supplies,Binders,120,140,4,5.6,134.4,14.4,5
2355,TEC-AC-10004864,Technology,Accessories,40,40,3,1.2,38.8,-1.2,1
2356,TEC-MA-10000597,Technology,Machines,190,240,5,12.0,228.0,38.0,3
2357,FUR-TA-10003473,Furniture,Tables,1440,1580,3,47.4,1532.6,92.6,7
2358,FUR-TA-10001950,Furniture,Tables,900,1070,4,42.8,1027.2,127.2,4
2359,FUR-TA-10004175,Furniture,Tables,500,610,5,30.5,579.5,79.5,3
2360,OFF-PA-10002960,Office Supplies,Paper,30,30,2,0.6,29.4,-0.6,7
2361,OFF-PA-10000919,Office Supplies,Paper,140,160,3,4.8,155.2,15.2,4
2362,OFF-BI-10001553,Office Supplies,Binders,10,10,3,0.3,9.7,-0.3,5
2363,FUR-FU-10004864,Furniture,Furnishings,110,130,5,6.5,123.5,13.5,2
